Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
20-OCT-2023,11503.65,11517.45,11321.5,11346.45,321423648,7430.46
23-OCT-2023,11336.5,11373.75,11103.3,11140.35,437874861,7851.29
25-OCT-2023,11172.9,11232.75,10982.35,11066.55,448153752,6962.79
26-OCT-2023,10995.4,11006.3,10810.75,10893,383209150,7571.2
27-OCT-2023,10962.3,11078.7,10962.2,11033.1,347554572,5507.08
30-OCT-2023,11061.4,11066.8,10901.55,11022.1,602903474,7681.75
31-OCT-2023,11075.55,11107.5,11015,11068.85,487437156,5786.28
01-NOV-2023,11097.5,11104.3,11040.95,11049.05,1147245504,7027.04
02-NOV-2023,11131.65,11232.75,11129.15,11225.6,860904754,8182.87
03-NOV-2023,11306.1,11329.75,11279.05,11311.35,783776945,7008.24
06-NOV-2023,11381.35,11389.5,11352.05,11380.85,321509442,6194.4
07-NOV-2023,11402.75,11411.05,11333.35,11403.1,425667550,6664.08
08-NOV-2023,11463.5,11513.8,11455.65,11501.05,318758484,6552.97
09-NOV-2023,11532.25,11593.55,11514.25,11554.55,392872606,6823.13
10-NOV-2023,11550.75,11625.55,11481.55,11613.75,440234960,6624.14
12-NOV-2023,11703.2,11710,11683.7,11691.15,93283621,1165.46
13-NOV-2023,11682.3,11695.35,11620.6,11673.4,339254641,7926.85
15-NOV-2023,11775.55,11789.45,11719.35,11774.95,385070661,8416.75
16-NOV-2023,11789.9,11909.85,11772.45,11875.35,471024369,6924.7
17-NOV-2023,11862.25,11938.55,11847.9,11905.45,469523588,7314.6
20-NOV-2023,11931.9,11961.65,11901.5,11919.8,535066000,7073.81
21-NOV-2023,11969.8,11990.75,11922,11954.55,390357151,7196.03
22-NOV-2023,11976.25,12001.4,11881,11941.9,367943260,6226.9
23-NOV-2023,11979.8,11993.65,11948.2,11960.35,285494895,5096.71
24-NOV-2023,11987.3,11993.65,11937.8,11955.25,277555969,5972.82
28-NOV-2023,11992.2,12041,11957.7,12031.6,332214369,7601
29-NOV-2023,12081.15,12123,12069.6,12113.8,362841727,8252.66
30-NOV-2023,12135.15,12239.65,12082.3,12200.6,1021411802,25536.54
01-DEC-2023,12281.45,12359.2,12265.45,12334.5,464405177,10219.72
04-DEC-2023,12515.35,12519.6,12412.9,12464.45,545623132,11639.2
05-DEC-2023,12515.95,12551.45,12366.1,12508.05,541491724,10064.33
06-DEC-2023,12566.8,12600.8,12486.75,12549.4,419987788,8766.66
07-DEC-2023,12570.7,12647.25,12494.5,12631.2,525958265,9228.95
08-DEC-2023,12683.5,12711.85,12512.35,12624.2,492435217,9459.01
11-DEC-2023,12650.55,12696.5,12622.6,12684.7,505470530,8283.14
12-DEC-2023,12724.35,12748.5,12581.4,12650.35,453555496,8878.3
13-DEC-2023,12694.9,12827.2,12657.7,12815.55,673523710,10987.66
14-DEC-2023,12904.2,13023.35,12890.4,13000.7,859428396,13801.66
15-DEC-2023,13066.5,13072.5,12996.9,13029.35,701919139,14054.13
18-DEC-2023,13049.65,13081.8,12963.75,13039.1,648060155,9592.77
19-DEC-2023,13063.65,13071.25,12905.4,12977.65,512648655,8192.3
20-DEC-2023,13044.15,13117,12504.1,12560,810190116,12708.39
21-DEC-2023,12459.4,12785.75,12385.9,12764.85,581656489,9368.71
22-DEC-2023,12836.8,12881.1,12744.95,12838.2,456843741,9412.42
26-DEC-2023,12877.2,12950.35,12827.55,12905.6,530258335,7685.99
27-DEC-2023,12961.9,13016.9,12874.25,12946.5,384722799,7961.82
28-DEC-2023,12995.15,13078.05,12947.95,13066.25,564859552,12387.09
29-DEC-2023,13102.75,13162.2,13037.55,13144.95,2013399512,12075.45
01-JAN-2024,13185.8,13265.7,13147.9,13225.4,2046995081,11049.11
02-JAN-2024,13261.45,13271.4,13046.35,13198.35,1420654093,12722.39
03-JAN-2024,13207.95,13274.4,13108.55,13226.1,871887299,10291.27
04-JAN-2024,13272.6,13474,13258.7,13455.2,778442459,11399.9
05-JAN-2024,13518.3,13533.15,13364.1,13461.55,947795819,10843.78
08-JAN-2024,13492.2,13498.35,13277.1,13291.05,545720912,9170.44
09-JAN-2024,13391.25,13436.85,13231.25,13253.05,731951788,14367.69
10-JAN-2024,13270.7,13275.65,13105.85,13235.85,461921068,10428.88
11-JAN-2024,13271.55,13327.4,13223.65,13271.65,336523538,15180.86
12-JAN-2024,13345.6,13375.85,13281.95,13353.8,305517896,11118.54
15-JAN-2024,13447.8,13494.9,13356.75,13477.55,407505057,10886.35
16-JAN-2024,13502.95,13512.9,13289.4,13410.85,719887080,11493.93
17-JAN-2024,13300.15,13411.15,13222.15,13236.95,754723089,12219.66
18-JAN-2024,13228.3,13326.1,12932.35,13292.5,591934125,16186.35
19-JAN-2024,13412,13487.4,13352.6,13477.2,514565327,14616.67
